Overall_Qual,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,BsmtFin_SF_1,Total_Bsmt_SF,Heating_QC,first_Flr_SF,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,SalePrice
6,1945,2002,0.0,TA,TA,774.0,1028.0,Ex,1436,2320,2,Gd,9,1,TA,1945.0,Unf,1,180.0,259500
6,1957,2004,106.0,TA,TA,1186.0,1477.0,Ex,1839,1839,2,Gd,7,2,TA,1957.0,Fin,2,416.0,257500
7,1940,1984,0.0,TA,TA,410.0,800.0,TA,960,1740,1,TA,6,2,Gd,1940.0,Unf,1,240.0,219500
6,1953,1953,184.0,TA,Gd,35.0,1809.0,TA,2259,2259,2,Gd,7,2,Gd,1953.0,Unf,2,450.0,217000
6,1960,1960,423.0,TA,TA,540.0,1560.0,TA,1560,1560,1,TA,6,3,TA,1960.0,RFn,2,580.0,201000
6,1968,1968,0.0,TA,Gd,813.0,1488.0,Ex,1488,1488,2,TA,7,2,Gd,1968.0,RFn,2,552.0,215000
6,1980,1980,0.0,TA,Gd,330.0,516.0,Gd,529,1045,1,TA,5,1,TA,1980.0,Unf,2,462.0,123900
4,1995,1996,0.0,TA,Gd,0.0,1680.0,Gd,1680,1680,2,Gd,7,0,Unknown,1996.0,Unf,2,628.0,170000
8,1988,1988,0.0,TA,Gd,577.0,1004.0,Gd,1020,1020,1,TA,4,0,Unknown,1988.0,Unf,2,509.0,200000
7,1971,1971,652.0,TA,Gd,434.0,1696.0,Ex,1696,1696,2,TA,7,2,TA,1971.0,Fin,2,625.0,198000
6,1957,1975,101.8968008255934,Gd,TA,1219.0,2035.0,TA,2515,2515,3,TA,9,2,TA,1975.0,RFn,2,484.0,200624
8,1986,1986,0.0,Gd,Gd,0.0,279.0,Gd,2726,2726,2,Gd,6,1,Gd,1986.0,Fin,2,691.0,315000
5,1919,2005,0.0,TA,TA,0.0,793.0,TA,997,1517,2,Fa,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,115000
6,1940,1950,0.0,TA,TA,375.0,720.0,Gd,720,1215,1,Gd,6,0,Unknown,1965.0,Fin,2,720.0,141000
5,1941,1950,0.0,TA,TA,116.0,720.0,Po,803,803,1,TA,5,0,Unknown,1941.0,Unf,2,360.0,87000
5,1925,2003,0.0,Gd,TA,0.0,936.0,Ex,936,1601,2,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,129850
4,1939,1950,0.0,TA,TA,0.0,732.0,Gd,772,1123,1,TA,4,0,Unknown,1979.0,Unf,1,264.0,100000
5,1923,1999,0.0,TA,Gd,548.0,859.0,Ex,942,1828,2,Gd,6,0,Unknown,1978.1324431613136,Unknown,1,472.8197336975077,150909
5,1922,1950,0.0,TA,TA,0.0,816.0,Ex,816,816,1,TA,5,0,Unknown,1922.0,Unf,1,100.0,75200
6,1920,1950,0.0,TA,TA,0.0,1012.0,TA,1012,1012,1,TA,6,1,Gd,1920.0,Unf,1,308.0,118400
5,1920,1950,0.0,TA,Fa,0.0,961.0,Gd,1077,1077,1,TA,6,0,Unknown,1920.0,Unf,1,338.0,67000
5,1950,1950,0.0,TA,TA,420.0,910.0,TA,910,1558,1,TA,6,0,Unknown,1950.0,Unf,1,282.0,152000
2,1939,1950,0.0,TA,Unknown,0.0,0.0,Ex,640,845,1,TA,4,0,Unknown,1950.0,Unf,1,256.0,68104
5,1895,2006,0.0,TA,TA,0.0,957.0,Fa,1034,1991,2,TA,9,0,Unknown,1978.1324431613136,Unknown,0,0.0,119600
4,1957,1980,0.0,TA,TA,967.0,1073.0,Gd,1073,1073,1,TA,6,0,Unknown,1985.0,Unf,2,720.0,140000
5,1930,2007,0.0,Gd,TA,737.0,837.0,Ex,1001,1001,1,Gd,5,0,Unknown,1930.0,Unf,1,216.0,124900
8,2006,2007,473.0,Gd,Gd,1573.0,1573.0,Gd,1625,1625,2,Gd,5,1,Gd,2006.0,Fin,2,495.0,375000
8,2006,2007,481.0,Gd,Gd,1573.0,1573.0,Ex,1625,1625,2,Gd,5,1,Gd,2006.0,Fin,2,538.0,235000
6,1979,1979,0.0,TA,Gd,1001.0,1001.0,TA,1299,1299,2,Gd,5,1,Po,1979.0,RFn,2,486.0,183500
6,1978,1978,0.0,TA,Gd,773.0,888.0,Ex,912,912,1,TA,5,1,TA,1978.0,RFn,2,470.0,156000
6,1983,1983,0.0,TA,TA,336.0,1084.0,TA,1080,1080,1,TA,5,0,Unknown,1983.0,Unf,2,484.0,134000
5,2002,2002,166.0,Gd,Gd,585.0,1441.0,Ex,1392,1392,2,Gd,6,1,Gd,2002.0,Fin,3,650.0,215000
7,2002,2002,0.0,Gd,Gd,1392.0,1409.0,Ex,1409,1409,1,Gd,4,1,Gd,2002.0,RFn,2,576.0,245000
7,1991,1992,0.0,TA,Gd,1239.0,1454.0,TA,1478,1478,2,TA,6,1,TA,1991.0,Unf,2,506.0,210000
7,1975,1975,50.0,TA,TA,224.0,852.0,TA,918,918,1,TA,4,0,Unknown,1975.0,Unf,1,360.0,148000
6,1974,1974,0.0,TA,Gd,924.0,970.0,TA,1026,1026,1,TA,5,1,Po,1974.0,Unf,2,528.0,143000
7,1987,1987,352.0,Gd,Gd,949.0,1501.0,Ex,1501,1501,2,Gd,5,2,TA,1987.0,Fin,2,512.0,244000
7,1998,1998,239.0,Gd,Gd,1102.0,1502.0,Ex,1502,1502,1,Gd,5,1,TA,1998.0,Fin,1,286.0,330000
5,1959,1959,0.0,TA,TA,967.0,1350.0,Gd,1328,1328,1,TA,5,2,Gd,1959.0,RFn,1,308.0,170000
6,1958,1995,1224.0,TA,TA,0.0,585.0,Gd,2279,2279,2,Gd,7,1,Gd,1958.0,RFn,2,461.0,257000
7,2006,2007,0.0,Gd,Gd,0.0,1689.0,Ex,1689,1689,2,Gd,7,0,Unknown,2007.0,Fin,2,433.0,231713
8,2006,2007,101.8968008255934,Gd,Gd,583.0,1546.0,Ex,1564,1564,2,Ex,6,1,Gd,2207.0,RFn,2,502.0,267300
8,2006,2006,32.0,Gd,Gd,428.0,1476.0,Ex,1484,1484,2,Ex,6,1,Gd,2006.0,RFn,2,472.0,265900
8,2007,2007,80.0,Gd,Gd,0.0,1571.0,Ex,1571,1571,2,Gd,7,1,Gd,2007.0,Fin,3,722.0,239000
8,2006,2007,274.0,Gd,Gd,0.0,1638.0,Ex,1646,1646,2,Gd,6,1,Gd,2007.0,RFn,3,870.0,248900
7,1985,1985,0.0,TA,Gd,215.0,1265.0,Gd,1240,1240,2,Gd,6,0,Unknown,1985.0,Unf,2,528.0,174000
7,1990,1991,117.0,Gd,Gd,902.0,1156.0,Ex,1187,1717,2,Gd,7,1,TA,1990.0,RFn,2,400.0,187500
6,1996,1997,42.0,Gd,Ex,742.0,872.0,Ex,888,1756,2,TA,7,0,Unknown,1996.0,Fin,2,422.0,204000
8,2001,2001,86.0,Gd,Ex,250.0,1267.0,Ex,1312,1312,2,Gd,5,0,Unknown,2001.0,Unf,2,471.0,180500
7,2003,2003,442.0,Gd,Ex,786.0,868.0,Ex,1146,1146,2,Gd,6,1,Gd,2003.0,Fin,2,438.0,187500
8,2002,2002,886.0,Gd,Gd,1329.0,1922.0,Ex,1922,1922,2,Gd,6,1,Ex,2002.0,Fin,3,692.0,282000
6,1996,1996,203.0,Gd,Ex,0.0,1491.0,Ex,1491,1491,2,TA,7,1,TA,1996.0,Fin,2,571.0,178000
8,2002,2003,236.0,Gd,Gd,1300.0,1616.0,Ex,1629,1629,2,Gd,9,1,Gd,2002.0,Fin,3,808.0,270000
7,2003,2004,94.0,Gd,Gd,766.0,1122.0,Ex,1146,2486,3,Gd,10,1,Gd,2003.0,Fin,2,452.0,279900
5,1963,1963,226.0,TA,TA,1159.0,1572.0,Gd,1572,1572,1,TA,5,2,TA,1963.0,RFn,3,995.0,186700
8,2006,2007,100.0,Gd,Ex,80.0,1732.0,Ex,1776,1776,2,Gd,7,1,Gd,2006.0,Fin,3,712.0,283463
10,2006,2007,242.0,Ex,Ex,0.0,1824.0,Ex,1824,1824,2,Ex,8,1,Gd,2006.0,Fin,3,932.0,392000
8,2005,2006,245.0,Gd,Gd,0.0,1094.0,Ex,1133,2482,2,Gd,9,1,Gd,2005.0,Fin,3,642.0,281213
5,2007,2007,0.0,TA,Gd,206.0,1120.0,Ex,1120,1120,1,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,147000
3,1953,1953,0.0,TA,Unknown,0.0,0.0,Ex,2034,2034,1,TA,9,0,Unknown,1953.0,RFn,4,1041.0,130000
6,1996,1997,134.0,TA,Ex,16.0,920.0,Ex,936,936,0,TA,3,0,Unknown,1996.0,Fin,2,460.0,140000
4,1963,1963,0.0,TA,TA,633.0,1064.0,Gd,1040,1040,1,TA,5,0,Unknown,1963.0,Unf,2,648.0,132250
5,1967,1967,0.0,TA,TA,0.0,1632.0,TA,1632,1632,2,TA,8,0,Unknown,1967.0,Unf,2,576.0,143000
4,1961,1975,149.0,TA,TA,1159.0,1249.0,Ex,1622,1622,1,TA,7,1,TA,1975.0,Fin,4,1356.0,168000
5,1976,1976,0.0,TA,Gd,840.0,1040.0,TA,1060,1060,1,TA,6,1,TA,1976.0,Unf,2,572.0,129900
5,1976,1976,0.0,TA,Gd,874.0,1142.0,TA,1142,1142,1,TA,6,1,Po,1976.0,Fin,2,528.0,134000
4,1972,1972,0.0,TA,TA,252.0,546.0,TA,546,1092,1,TA,5,0,Unknown,1972.0,Unf,1,253.0,85500
4,1970,1970,0.0,TA,Gd,503.0,530.0,TA,530,992,1,TA,4,0,Unknown,1970.0,Fin,1,297.0,106500
4,1970,1970,189.0,TA,TA,384.0,546.0,Ex,546,1092,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,93900
4,1970,1970,80.0,TA,TA,0.0,546.0,Fa,546,1092,1,TA,6,0,Unknown,1970.0,Unf,1,286.0,75000
4,1970,1970,0.0,TA,Gd,131.0,630.0,Gd,630,630,1,TA,3,0,Unknown,1978.1324431613136,Unknown,0,0.0,84500
4,1976,1976,0.0,TA,TA,0.0,546.0,Ex,546,1092,1,TA,6,0,Unknown,1976.0,Unf,1,286.0,75190
6,1976,1976,0.0,TA,Gd,539.0,1029.0,TA,1062,1062,1,TA,5,2,TA,1976.0,RFn,2,539.0,146800
5,1977,1977,144.0,TA,Gd,923.0,923.0,TA,1008,1008,1,Gd,4,1,Fa,1977.0,Fin,2,678.0,153500
6,1977,1977,0.0,TA,Gd,1148.0,1244.0,TA,1356,1356,2,TA,6,1,TA,1977.0,Fin,2,528.0,188000
5,1977,1994,0.0,TA,TA,1112.0,1160.0,TA,1676,1676,1,Gd,6,2,TA,1977.0,RFn,2,672.0,196000
5,1977,1977,0.0,TA,Gd,531.0,716.0,Ex,716,1432,1,TA,6,1,Gd,1977.0,Fin,2,531.0,157000
5,1971,1971,0.0,TA,Gd,796.0,796.0,TA,796,796,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,138000
5,1970,1970,0.0,TA,Gd,619.0,768.0,Ex,768,768,1,TA,5,0,Unknown,1987.0,Unf,2,624.0,129500
4,1961,1961,198.0,TA,TA,811.0,1396.0,TA,1608,1608,1,TA,6,0,Unknown,1961.0,Unf,1,444.0,80000
4,1982,2006,0.0,TA,TA,565.0,845.0,TA,845,845,1,TA,4,0,Unknown,1987.0,Unf,2,360.0,129500
5,1976,2003,0.0,TA,Gd,1090.0,1090.0,TA,1178,1178,1,TA,6,0,Unknown,1976.0,Unf,2,502.0,135000
5,1982,1982,0.0,TA,TA,546.0,816.0,TA,816,816,1,TA,5,0,Unknown,1982.0,Unf,1,264.0,124500
5,1983,1983,0.0,TA,Gd,596.0,816.0,TA,816,816,1,TA,4,0,Unknown,1983.0,Fin,1,264.0,139000
5,1991,1992,0.0,TA,Gd,212.0,974.0,TA,974,974,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,93500
5,1984,1984,0.0,TA,TA,516.0,864.0,TA,887,887,1,TA,5,0,Unknown,1984.0,RFn,1,288.0,124500
6,1954,1954,28.0,TA,TA,468.0,1178.0,Gd,1293,1293,2,TA,5,0,Unknown,1954.0,RFn,2,452.0,149900
6,1956,1956,244.0,TA,TA,773.0,1008.0,TA,1024,1024,1,Gd,5,2,TA,1956.0,Unf,1,313.0,157500
5,1957,1957,302.0,TA,TA,1127.0,1617.0,Fa,1797,1797,1,TA,7,1,TA,1957.0,Unf,3,963.0,169000
6,1957,1957,902.0,TA,Gd,1110.0,1705.0,Ex,1390,1390,1,Ex,4,2,Gd,1957.0,Unf,2,550.0,252000
7,1969,1969,434.0,TA,TA,0.0,1851.0,Gd,1851,1851,2,TA,8,1,TA,1969.0,Fin,2,506.0,192100
6,1997,1998,0.0,TA,TA,700.0,813.0,Ex,813,1525,2,TA,6,1,TA,1997.0,Fin,2,400.0,183500
7,1997,1997,285.0,TA,Gd,0.0,964.0,Gd,993,2236,2,Gd,8,1,TA,1997.0,Fin,2,642.0,222000
6,1995,1995,0.0,TA,Gd,0.0,781.0,Gd,781,1671,2,TA,7,1,TA,1995.0,Fin,2,423.0,170000
6,1995,1996,0.0,TA,Gd,592.0,691.0,Gd,691,1498,2,TA,6,1,TA,1995.0,Fin,2,409.0,187500
6,1996,1996,0.0,TA,Gd,0.0,821.0,Gd,821,1776,2,TA,7,1,TA,1996.0,Fin,2,443.0,202000
6,1997,1997,0.0,TA,Gd,714.0,802.0,Gd,802,1511,2,TA,8,1,TA,1997.0,Fin,2,413.0,185000
7,2005,2006,456.0,Gd,Gd,57.0,1392.0,Ex,1392,2462,2,Gd,9,1,Gd,2006.0,RFn,2,576.0,320000
7,2006,2006,27.0,Gd,Gd,0.0,1670.0,Ex,1670,1670,2,Gd,7,1,Gd,2006.0,RFn,3,690.0,240000
8,2005,2005,216.0,Gd,Gd,0.0,1074.0,Ex,1074,2064,2,Gd,7,1,Gd,2005.0,Fin,2,527.0,250000
8,2005,2005,0.0,Gd,Gd,0.0,893.0,Ex,901,1801,2,Gd,8,1,Gd,2005.0,Fin,3,800.0,239900
7,2005,2006,248.0,Gd,Gd,60.0,1700.0,Ex,1700,2212,2,Gd,9,1,Gd,2006.0,Fin,3,773.0,309000
7,2006,2006,0.0,Gd,Ex,0.0,868.0,Ex,887,2021,2,Gd,9,1,Gd,2006.0,RFn,2,422.0,274725
8,1994,1994,0.0,Gd,Gd,0.0,2062.0,Ex,2079,2687,2,Gd,9,0,Unknown,1994.0,Fin,2,618.0,270000
6,1993,1994,112.0,TA,Gd,705.0,1160.0,Gd,1169,1169,2,TA,6,1,TA,1993.0,Fin,2,402.0,183500
6,1993,1994,112.0,TA,Gd,518.0,697.0,Gd,697,1501,2,Gd,6,1,TA,1993.0,Fin,2,420.0,165600
7,1998,1998,0.0,TA,Gd,0.0,935.0,Gd,955,1632,2,TA,8,1,TA,1998.0,Fin,2,462.0,176500
8,1987,1987,0.0,TA,Gd,0.0,1191.0,TA,1204,1204,2,TA,5,0,Unknown,1987.0,RFn,2,461.0,130000
7,1987,1987,0.0,Gd,Gd,495.0,1064.0,Gd,1064,1767,2,Gd,5,1,TA,1987.0,RFn,2,504.0,239000
8,1985,1985,0.0,Gd,Gd,1148.0,1742.0,TA,1742,1742,2,Gd,5,1,TA,1985.0,RFn,2,564.0,275000
9,2005,2006,600.0,Gd,Ex,1218.0,1398.0,Ex,1414,2798,3,Ex,11,1,Gd,2005.0,Fin,3,670.0,457347
10,2006,2006,662.0,Ex,Ex,0.0,1528.0,Ex,1528,3390,3,Ex,10,1,Ex,2006.0,Fin,3,758.0,545224
9,2006,2006,184.0,Gd,Ex,205.0,1094.0,Ex,1102,2473,2,Gd,11,1,Gd,2006.0,Fin,3,675.0,356383
9,2005,2006,208.0,Gd,Ex,240.0,1992.0,Ex,1992,2868,3,Ex,11,1,Gd,2005.0,Fin,3,716.0,556581
8,2006,2006,466.0,Ex,Ex,0.0,1234.0,Ex,1264,2576,2,Ex,10,1,Gd,2006.0,Fin,3,666.0,361919
10,2006,2006,734.0,Ex,Ex,1206.0,1850.0,Ex,1850,2698,2,Ex,11,1,Gd,2006.0,RFn,3,736.0,535000
9,2005,2006,550.0,Gd,Ex,0.0,1390.0,Ex,1390,2795,3,Ex,10,1,Gd,2005.0,Fin,3,660.0,401179
10,2006,2006,1031.0,Ex,Ex,0.0,1410.0,Ex,1426,2945,3,Gd,10,1,Gd,2006.0,Fin,3,641.0,438780
5,1948,1950,0.0,TA,Unknown,0.0,0.0,Gd,1547,2320,2,TA,7,1,TA,1979.0,Unf,2,672.0,169000
5,1955,1955,0.0,TA,TA,1056.0,1056.0,TA,1056,1056,1,TA,5,0,Unknown,1955.0,Fin,2,572.0,145000
9,2005,2005,230.0,Gd,Ex,1191.0,1714.0,Ex,1714,1714,2,Gd,7,1,Gd,2005.0,Fin,2,517.0,318000
8,2005,2006,238.0,Gd,Gd,1422.0,1814.0,Ex,1826,1826,2,Gd,7,1,TA,2005.0,Fin,3,758.0,319000
9,2005,2005,420.0,Ex,Ex,1416.0,1910.0,Ex,2000,2000,2,Ex,8,2,Gd,2005.0,Unf,3,722.0,470000
7,1984,1998,0.0,Gd,Gd,213.0,1208.0,Ex,1621,1621,2,Gd,8,0,Unknown,1984.0,RFn,2,440.0,202500
7,1988,1988,178.0,Gd,Gd,1002.0,1204.0,Gd,1377,2183,2,Gd,9,0,Unknown,1988.0,Unf,3,786.0,229000
7,1977,1994,34.0,TA,TA,795.0,795.0,Fa,1468,2263,2,Gd,9,1,TA,1977.0,Fin,2,539.0,235000
6,1976,1976,120.0,TA,Gd,712.0,796.0,TA,790,1574,2,TA,6,1,TA,1976.0,Fin,2,566.0,190000
6,1980,1980,130.0,TA,Gd,850.0,988.0,TA,1102,1102,1,TA,5,1,TA,1980.0,RFn,2,582.0,169000
7,1988,1988,102.0,TA,Gd,929.0,1845.0,Gd,1872,1872,2,TA,6,1,TA,1988.0,Fin,2,604.0,241500
7,1978,1978,68.0,TA,TA,0.0,945.0,TA,945,1857,2,TA,8,1,TA,1978.0,RFn,2,482.0,188900
6,1980,1980,157.0,TA,Gd,625.0,1686.0,TA,1686,1686,2,TA,7,1,TA,1980.0,Unf,2,612.0,207500
7,1978,1978,184.0,TA,Gd,790.0,1392.0,TA,1392,2784,3,Gd,12,2,TA,1978.0,RFn,2,564.0,250000
6,1975,1975,0.0,TA,Gd,550.0,713.0,TA,811,1552,2,TA,6,1,TA,1975.0,RFn,2,434.0,179900
7,1976,1976,252.0,Gd,Ex,1005.0,1047.0,TA,1083,1083,1,TA,5,1,Fa,1976.0,RFn,2,596.0,172000
7,2005,2006,0.0,Gd,Gd,788.0,960.0,Ex,960,2318,2,Gd,8,1,Ex,2005.0,Fin,2,541.0,294323
6,1975,2000,248.0,TA,TA,548.0,675.0,TA,1109,1875,3,Gd,8,1,TA,1975.0,RFn,2,485.0,184500
5,1975,1975,0.0,TA,Gd,788.0,1056.0,Ex,1074,1074,1,TA,6,0,Unknown,1975.0,RFn,2,495.0,153500
7,1976,1976,0.0,TA,Gd,194.0,832.0,TA,832,1664,2,TA,8,1,TA,1976.0,RFn,2,528.0,162900
6,1974,1999,99.0,TA,TA,663.0,1040.0,Fa,1309,1309,1,Gd,5,1,Fa,1974.0,RFn,2,484.0,181000
6,1974,1974,176.0,TA,TA,755.0,1103.0,TA,1103,1103,2,TA,6,0,Unknown,1974.0,Unf,2,462.0,155000
5,1969,1969,0.0,TA,TA,75.0,1096.0,Ex,1096,1096,1,TA,6,0,Unknown,1969.0,Fin,1,299.0,138800
4,1970,1970,0.0,TA,TA,0.0,864.0,Gd,864,864,1,TA,5,0,Unknown,1972.0,Unf,1,280.0,116050
4,1971,1971,0.0,TA,TA,614.0,858.0,TA,858,858,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,88000
4,1971,1971,0.0,TA,TA,20.0,864.0,TA,874,874,1,TA,5,0,Unknown,1995.0,Unf,2,576.0,97500
6,2002,2002,0.0,Gd,Gd,951.0,1487.0,Ex,1419,1419,2,Gd,4,0,Unknown,2002.0,Fin,2,543.0,190000
6,1973,1973,514.0,TA,TA,0.0,525.0,TA,525,1092,1,TA,6,0,Unknown,1973.0,Unf,2,440.0,105500
5,1973,1973,200.0,TA,TA,402.0,765.0,Gd,765,1365,1,Gd,7,1,Fa,1973.0,Unf,2,440.0,125500
6,1973,1973,408.0,TA,TA,309.0,483.0,TA,483,987,1,TA,5,0,Unknown,1973.0,Unf,1,264.0,83000
6,1972,1972,380.0,TA,TA,282.0,494.0,Ex,494,1030,1,TA,6,0,Unknown,1973.0,Unf,1,264.0,116000
6,1971,1971,236.0,TA,TA,0.0,672.0,TA,672,1218,1,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,91500
6,1972,1972,281.0,TA,TA,317.0,672.0,Gd,672,1218,1,TA,7,0,Unknown,1972.0,Unf,1,264.0,118000
6,1972,1972,504.0,TA,TA,276.0,483.0,TA,483,948,1,TA,5,0,Unknown,1972.0,Unf,1,264.0,89000
6,1972,1972,504.0,TA,TA,382.0,525.0,Gd,525,1092,1,TA,6,0,Unknown,1972.0,Unf,1,264.0,108000
6,1972,1972,297.0,TA,TA,0.0,483.0,TA,483,987,1,TA,5,1,Po,1972.0,Unf,1,288.0,94500
6,1975,1975,0.0,TA,Gd,727.0,1069.0,Gd,1069,1069,2,TA,4,1,Po,1975.0,RFn,2,440.0,146300
5,1967,1975,0.0,TA,TA,373.0,943.0,TA,1387,1387,1,TA,6,1,TA,1974.0,RFn,1,300.0,145000
5,1967,1967,0.0,TA,TA,769.0,864.0,TA,900,900,1,TA,6,1,Po,1967.0,RFn,1,288.0,123000
7,1976,1976,0.0,TA,TA,120.0,1055.0,TA,1055,1055,2,TA,4,0,Unknown,1976.0,Unf,1,319.0,137500
6,1976,1976,0.0,TA,Gd,70.0,855.0,Gd,855,1456,2,TA,6,1,TA,1976.0,RFn,2,460.0,144000
9,2004,2005,66.0,Gd,Ex,1447.0,1980.0,Ex,1980,1980,2,Ex,8,1,Gd,2004.0,Fin,3,770.0,315000
9,2006,2006,215.0,Gd,Ex,1369.0,1738.0,Gd,1738,2589,2,Ex,11,1,Gd,2006.0,RFn,3,831.0,412083
9,2006,2006,370.0,TA,Ex,0.0,1249.0,Ex,1249,2596,3,Gd,9,0,Unknown,2006.0,RFn,3,840.0,342643
8,2004,2004,232.0,Gd,Gd,0.0,1618.0,Ex,1618,1618,2,Gd,6,1,Gd,2004.0,Fin,3,880.0,252000
10,2006,2006,101.8968008255934,Ex,Ex,1386.0,2076.0,Ex,2076,2076,2,Ex,7,1,Gd,2006.0,Fin,3,850.0,465000
7,2006,2006,206.0,Gd,Ex,0.0,1721.0,Ex,1740,1740,2,Gd,8,0,Unknown,2006.0,RFn,3,874.0,293000
9,2005,2005,568.0,Ex,Ex,1505.0,1868.0,Ex,1868,1868,2,Ex,7,1,Gd,2005.0,Fin,3,1085.0,415000
9,2004,2005,378.0,Gd,Ex,1261.0,1833.0,Ex,1850,1850,2,Gd,8,1,Gd,2004.0,Fin,3,772.0,326000
8,2005,2006,380.0,Gd,Ex,0.0,1158.0,Ex,1158,2376,3,Gd,9,1,Gd,2005.0,RFn,3,853.0,325300
8,2004,2005,132.0,Gd,Ex,0.0,1117.0,Ex,1132,2452,3,Gd,9,1,Gd,2004.0,Fin,3,691.0,309000
9,2005,2006,525.0,Gd,Gd,0.0,1090.0,Ex,1117,2206,2,Ex,10,1,Gd,2005.0,Fin,3,670.0,300000
8,2005,2005,178.0,Gd,Gd,0.0,1030.0,Gd,1038,2098,2,Ex,8,1,Gd,2005.0,RFn,3,878.0,275500
9,2005,2006,385.0,Ex,Ex,1290.0,1606.0,Ex,1625,2091,2,Ex,8,1,Gd,2005.0,RFn,2,521.0,338500
9,2005,2006,286.0,Ex,Ex,998.0,1175.0,Ex,1182,2324,3,Ex,11,2,Gd,2005.0,Fin,3,736.0,345000
8,2005,2006,101.8968008255934,Gd,Ex,0.0,1209.0,Ex,1209,2253,2,Ex,8,1,Gd,2005.0,Fin,2,575.0,344133
8,2006,2006,0.0,Gd,Ex,0.0,1054.0,Gd,1054,2389,2,Gd,10,1,Gd,2006.0,Fin,3,672.0,298236
8,2005,2006,142.0,Gd,Ex,880.0,1524.0,Ex,1544,2358,2,Ex,10,1,Gd,2005.0,Fin,3,784.0,329900
9,2003,2004,0.0,Gd,Ex,1274.0,1896.0,Ex,1944,1944,2,Ex,8,3,Ex,2003.0,Fin,3,708.0,360000
8,2006,2006,788.0,Gd,Gd,0.0,1085.0,Ex,1120,1970,2,Ex,8,1,Gd,2006.0,Fin,3,753.0,281000
9,2005,2006,430.0,Ex,Ex,1232.0,1792.0,Ex,1792,1792,2,Gd,6,1,Gd,2005.0,RFn,3,925.0,372397
9,2004,2005,674.0,Ex,Ex,1383.0,1780.0,Ex,1780,1780,2,Ex,7,1,Gd,2004.0,Fin,3,816.0,378000
9,2003,2004,562.0,Gd,Ex,1567.0,1792.0,Ex,1792,1792,2,Ex,6,1,Gd,2003.0,Fin,3,874.0,374000
9,2005,2006,870.0,Ex,Ex,1410.0,1848.0,Ex,1848,2728,2,Ex,10,2,Ex,2006.0,Fin,3,706.0,437154
8,2005,2005,280.0,Gd,Gd,546.0,1058.0,Ex,1058,1904,2,Ex,8,1,Gd,2003.0,Fin,2,736.0,275000
8,2004,2004,112.0,Gd,Gd,994.0,1420.0,Ex,1426,1914,2,Gd,9,1,TA,2004.0,RFn,3,746.0,279000
7,2005,2005,240.0,Gd,Gd,659.0,1364.0,Ex,1364,1364,2,Gd,6,1,Gd,2005.0,RFn,2,484.0,185850
9,2005,2005,278.0,Ex,Ex,472.0,1560.0,Ex,1565,1565,2,Ex,6,1,Gd,2005.0,RFn,2,556.0,282500
7,2005,2006,94.0,Gd,Gd,0.0,1368.0,Ex,1368,1368,2,Gd,6,1,Gd,2005.0,RFn,2,474.0,202500
7,2005,2006,94.0,Gd,Gd,0.0,1368.0,Ex,1368,1368,2,Gd,6,1,Gd,2005.0,RFn,2,474.0,202665
9,2006,2006,518.0,Gd,Ex,1023.0,1686.0,Ex,1686,1686,2,Ex,6,1,Gd,2006.0,Fin,3,899.0,332200
9,2006,2006,572.0,Ex,Ex,415.0,1666.0,Ex,1666,1666,2,Gd,6,1,Gd,2006.0,RFn,2,575.0,310090
7,2003,2003,163.0,Gd,Gd,0.0,1405.0,Ex,1405,1405,2,Gd,6,1,Gd,2003.0,RFn,2,478.0,171750
6,2005,2006,0.0,Gd,Gd,28.0,1316.0,Ex,1316,1316,2,Gd,6,1,Gd,2005.0,Fin,2,397.0,169990
6,2005,2006,0.0,Gd,Gd,0.0,728.0,Ex,728,1456,2,Gd,8,1,Gd,2005.0,Fin,2,390.0,170440
7,2006,2006,0.0,Gd,Gd,0.0,738.0,Ex,738,1492,2,Gd,8,0,Unknown,2006.0,Fin,2,440.0,169985
7,2006,2006,0.0,Gd,Gd,554.0,654.0,Ex,664,1496,2,Gd,7,1,Gd,2006.0,RFn,2,426.0,179665
7,2006,2006,0.0,Gd,Gd,0.0,879.0,Ex,879,1863,2,Gd,9,1,Gd,2006.0,Fin,3,660.0,219210
6,2006,2006,0.0,Gd,Gd,0.0,1326.0,Ex,1326,1326,2,Gd,6,0,Unknown,2006.0,Fin,2,427.0,174190
6,2006,2006,0.0,Gd,Gd,0.0,728.0,Gd,728,1456,2,TA,8,0,Unknown,2006.0,RFn,2,429.0,172785
8,2004,2005,236.0,Gd,Gd,0.0,1052.0,Ex,1052,2373,2,Gd,9,1,Gd,2004.0,Fin,3,632.0,258000
